State;Grade;Subject;National Average;Question;State Average;Subject Code
Sikkim;Grade 3;EVS;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;52.01624612;EVS311
Sikkim;Grade 3;EVS;42.74752998;Observes rules in games (local, indoor, outdoor);44.38898752;EVS313
Sikkim;Grade 3;EVS;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;67.51539327;EVS314
Sikkim;Grade 5;Language;55.19833154;Reads text with comprehension, locates details and sequence of events;54.77960112;L508
Sikkim;Grade 5;Mathematics;44.80937633;Applies operations of numbers in daily life situations;38.09798525;M401
Sikkim;Grade 5;Mathematics;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;28.11512682;M412
Sikkim;Grade 5;Mathematics;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;41.55381289;M418
Sikkim;Grade 5;Mathematics;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;34.9553927;M421
Sikkim;Grade 5;Mathematics;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;51.99877603;M501
Sikkim;Grade 5;Mathematics;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;42.99152914;M504
Sikkim;Grade 5;Mathematics;54.99199454;Finds the number corresponding to part of a collection;50.74258929;M505
Sikkim;Grade 5;Mathematics;38.21900005;Identifies and forms equivalent fractions of a given fraction;30.71008282;M506
Sikkim;Grade 5;Mathematics;42.81734551;Converts fractions into decimals and vice versa;31.64660192;M508
Sikkim;Grade 5;Mathematics;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;41.10882923;M509
Sikkim;Grade 5;Mathematics;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;26.04817704;M512
Sikkim;Grade 5;Mathematics;40.81815671;Estimates the volume of a solid body in known units.;30.21025809;M513
Sikkim;Grade 5;Mathematics;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;32.0841832;M514
Sikkim;Grade 5;Mathematics;45.86787489;Identifies the pattern in triangular numbers and square number;35.89544841;M515
Sikkim;Grade 5;Mathematics;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;45.43076267;M516
Sikkim;Grade 5;EVS;50.14524069;Identifies relationship with and among family members in extended family;48.14263617;EVS403
Sikkim;Grade 5;EVS;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;47.13569765;EVS410
Sikkim;Grade 5;EVS;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;44.84696197;EVS501
Sikkim;Grade 5;EVS;50.13567716;Describes the interdependence among animals, plants and humans;51.51083761;EVS503
Sikkim;Grade 5;EVS;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);46.96125375;EVS504
Sikkim;Grade 5;EVS;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);48.22147331;EVS505
Sikkim;Grade 5;EVS;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;42.95252455;EVS506
Sikkim;Grade 5;EVS;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;37.19662904;EVS507
Sikkim;Grade 5;EVS;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;38.6809972;EVS508
Sikkim;Grade 5;EVS;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;52.36711864;EVS509
Sikkim;Grade 5;EVS;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;46.06893081;EVS510
Sikkim;Grade 5;EVS;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;52.54986042;EVS512
Sikkim;Grade 5;EVS;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;34.21886393;EVS513
Sikkim;Grade 8;Language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;56.57394518;L813
Sikkim;Grade 8;Mathematics;49.36112431;Solves problems involving large numbers by applying appropriate operations;43.52776233;M601
Sikkim;Grade 8;Mathematics;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;45.33197694;M606
Sikkim;Grade 8;Mathematics;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;21.92734838;M620
Sikkim;Grade 8;Mathematics;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;38.62650181;M621
Sikkim;Grade 8;Mathematics;34.17930695;Interprets the division and multiplication of fractions;26.35318567;M702
Sikkim;Grade 8;Mathematics;22.99285869;Solves problems related to daily life situations involving rational numbers;16.85076346;M705
Sikkim;Grade 8;Mathematics;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;18.73274105;M706
Sikkim;Grade 8;Mathematics;37.85720974;Adds/subtracts algebraic expressions;31.04648803;M707
Sikkim;Grade 8;Mathematics;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;25.85360684;M710
Sikkim;Grade 8;Mathematics;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;34.16603435;M717
Sikkim;Grade 8;Mathematics;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;40.24679691;M719
Sikkim;Grade 8;Mathematics;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;34.21629097;M721
Sikkim;Grade 8;Mathematics;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;25.22691132;M801
Sikkim;Grade 8;Mathematics;39.69694416;Finds rational numbers between two given rational numbers;33.86540731;M802
Sikkim;Grade 8;Mathematics;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;31.22134798;M803
Sikkim;Grade 8;Mathematics;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;20.09974607;M804
Sikkim;Grade 8;Mathematics;42.22910329;uses various algebric identities in solving problem of daily life.;32.54463766;M808
Sikkim;Grade 8;Mathematics;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;34.27848647;M812
Sikkim;Grade 8;Mathematics;30.49771775;Find surface area and volume of cuboidal and cylindrical object;27.40554974;M818
Sikkim;Grade 8;Mathematics;29.72837381;Draws and interprets bar charts and pie charts;30.49036975;M819
Sikkim;Grade 8;Science;38.6624294;Classifies materials and organisms based on properties/characteristics;38.74391142;SCI703
Sikkim;Grade 8;Science;37.07110679;Conducts simple investigation to seek answers to queries;36.40940319;SCI704
Sikkim;Grade 8;Science;44.69084783;Relates processes and phenomenon with causes;43.64995062;SCI705
Sikkim;Grade 8;Science;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";38.57458056;SCI708
Sikkim;Grade 8;Science;35.44045265;Plots and interprets graphs;36.94212038;SCI710
Sikkim;Grade 8;Science;26.33601219;Constructs models using materials from surroundings and explains their working;27.13268119;SCI711
Sikkim;Grade 8;Science;46.11448868;Differentiates materials, organism and processes;46.31856368;SCI801
Sikkim;Grade 8;Science;33.95429397;Relates processes and phenomenon with causes;33.15129975;SCI804
Sikkim;Grade 8;Science;35.64002396;Explains processes and phenomenon;45.0699097;SCI805
Sikkim;Grade 8;Science;33.72744696;Measures angles of incidence and reflection, etc.;36.41915006;SCI807
Sikkim;Grade 8;Science;44.6740778;Applies learning of scientific concepts in day-to-day life;42.57236613;SCI811
Sikkim;Grade 8;Science;43.70258064;Makes efforts to protect environment;41.84413231;SCI813
Sikkim;Grade 8;Social Studies;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;37.02988575;SST605
Sikkim;Grade 8;Social Studies;26.31341968;Locates important historical sites, places on an outline map of India.;26.67346322;SST610
Sikkim;Grade 8;Social Studies;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;40.72812885;SST625
Sikkim;Grade 8;Social Studies;46.21675658;Explains preventive actions to be undertaken in the event of disasters;58.30829507;SST703
Sikkim;Grade 8;Social Studies;43.90557534;Describes formation of landforms due to various factors;38.30729109;SST704
Sikkim;Grade 8;Social Studies;39.38328158;Explains the significance of equality in democracy;35.92351368;SST722
Sikkim;Grade 8;Social Studies;41.68680835;Describes the process of election to the legislative assembly;32.25204012;SST726
Sikkim;Grade 8;Social Studies;56.08979533;Explains the functioning of media with appropriate examples from newspapers;60.1265565;SST731
Sikkim;Grade 8;Social Studies;38.287391;Differentiates between different kinds of markets;30.46785473;SST733
Sikkim;Grade 8;Social Studies;40.68413325;Traces how goods travel through various market places;38.39425345;SST734
Sikkim;Grade 8;Social Studies;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;32.62459677;SST802
Sikkim;Grade 8;Social Studies;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;28.69400897;SST805
Sikkim;Grade 8;Social Studies;37.39117524;Justifies judicious use of natural resources;36.42630454;SST807
Sikkim;Grade 8;Social Studies;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;33.18059149;SST809
Sikkim;Grade 8;Social Studies;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;21.70333398;SST810
Sikkim;Grade 8;Social Studies;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;33.15415626;SST815
Sikkim;Grade 8;Social Studies;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;26.7141922;SST816
Sikkim;Grade 8;Social Studies;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;39.15014501;SST818
Sikkim;Grade 8;Social Studies;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;36.3659953;SST823
Sikkim;Grade 8;Social Studies;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);24.74143803;SST827
Sikkim;Grade 8;Social Studies;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;28.39918988;SST831
Sikkim;Grade 8;Social Studies;60.53447082;Draws bar diagram to show population of different countries/India/states;61.11688385;SST833
Sikkim;Grade 10;English;43.18472;Reads, comprehends and responds to complex texts independently.;53.58005;E1007
Sikkim;Grade 10;Modern Indian Language;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;32.903305;MIL1011
Sikkim;Grade 10;Mathematics;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;33.79809;M1001
Sikkim;Grade 10;Mathematics;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;27.15676;M1002
Sikkim;Grade 10;Mathematics;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;22.048721;M1003
Sikkim;Grade 10;Mathematics;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;28.89452;M1004
Sikkim;Grade 10;Mathematics;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;25.114414;M1005
Sikkim;Grade 10;Mathematics;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;26.512367;M1006
Sikkim;Grade 10;Mathematics;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";21.06321;M1007
Sikkim;Grade 10;Mathematics;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;27.31104;M1008
Sikkim;Grade 10;Mathematics;36.4026;Derives proofs of theorems related to the tangents of circles.;24.869951;M1009
Sikkim;Grade 10;Mathematics;20.765802;Examines the steps of geometrical constructions and reason out each step;20.911667;M1010
Sikkim;Grade 10;Mathematics;35.30695;Finds surface areas and volumes of objects in the surroundings by visualising them as a combination of different solids like cylinder and a cone, cylinder and a hemisphere, combination of different cubes, etc.;30.27147;M1011
Sikkim;Grade 10;Mathematics;27.297476;Calculates mean, median and mode for different sets of data related with real life contexts.;21.846178;M1012
Sikkim;Grade 10;Science;37.17107;Differentiates materials, objects, organisms, phenomena, and processes, based on, properties and characteristics.;32.445545;SCI1001
Sikkim;Grade 10;Science;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;34.658806;SCI1002
Sikkim;Grade 10;Science;40.16393;Relates processes and phenomena with causes and effects;39.41578;SCI1003
Sikkim;Grade 10;Science;35.628475;Explains processes and phenomena.;32.902466;SCI1004
Sikkim;Grade 10;Science;29.918556;Analyses and interprets data, graphs, and figures;29.835838;SCI1005
Sikkim;Grade 10;Science;28.238886;Calculates using the data given;28.82829;SCI1006
Sikkim;Grade 10;Science;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;31.53321;SCI1007
Sikkim;Grade 10;Science;32.583794;Applies learning to hypothetical situations;33.380318;SCI1008
Sikkim;Grade 10;Science;36.140385;Applies scientific concepts in daily life and solving problems;35.115253;SCI1009
Sikkim;Grade 10;Science;28.161814;Derives formulae, equations, and laws;26.986958;SCI1010
Sikkim;Grade 10;Social Studies;33.983433;Recognises and retrieves facts, figures, and narrate processes.;36.79819;SST1001
Sikkim;Grade 10;Social Studies;36.572113;Classifies and compares events, facts, data, and figures.;39.750187;SST1002
Sikkim;Grade 10;Social Studies;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;35.05618;SST1003
Sikkim;Grade 10;Social Studies;33.303093;Analyses and evaluates information.;31.875263;SST1004
Sikkim;Grade 10;Social Studies;41.890568;Interprets.;45.394672;SST1005
Sikkim;Grade 10;Social Studies;27.184587;Draws interlinkages within Social Science.;26.460674;SST1006
Sikkim;Grade 10;Social Studies;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;52.887363;SST1007
Sikkim;Grade 10;Social Studies;45.048756;Demonstrates inquisitiveness, enquiry.;48.09397;SST1008
Sikkim;Grade 10;Social Studies;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;25.768343;SST1009
Sikkim;Grade 10;Social Studies;35.440754;Extrapolates and predicts events and phenomena.;45.56624;SST1010
Sikkim;Grade 10;Social Studies;44.899364;Illustrates decision making/problem solving skills.;52.036163;SST1011
Sikkim;Grade 10;Social Studies;37.20472;Shows sensitivity and appreciation skills.;37.37356;SST1012
Arunachal Pradesh;Grade 3;Language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;51.87494116;L304
Arunachal Pradesh;Grade 3;Language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;48.37505264;L312
Arunachal Pradesh;Grade 3;Mathematics;44.86014936;Reads and writes numbers up to 999 using place value;34.30753789;M301
Arunachal Pradesh;Grade 3;Mathematics;69.59105659;Compares numbers up to 999 based on their place values;58.1636238;M302
Arunachal Pradesh;Grade 3;Mathematics;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;40.55288127;M303
Arunachal Pradesh;Grade 3;Mathematics;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;43.05927702;M304
Arunachal Pradesh;Grade 3;Mathematics;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;38.16315685;M305
Arunachal Pradesh;Grade 3;Mathematics;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;31.93557018;M306
Arunachal Pradesh;Grade 3;Mathematics;43.42736751;Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.;30.41627739;M309
Arunachal Pradesh;Grade 3;Mathematics;55.87288305;Fills a given region leaving no gaps using a tile of a given shape;47.40693782;M311
Arunachal Pradesh;Grade 3;Mathematics;50.42683159;Estimates and measures length and distance using standard units like centimeters or meters & identifies relationships;37.97541015;M312
Arunachal Pradesh;Grade 3;Mathematics;71.18972678;Reads the time correctly to the hour using a clock/watch;55.92735214;M317
Arunachal Pradesh;Grade 3;Mathematics;56.32346284;Extends patterns in simple shapes and numbers;42.72707579;M318
Arunachal Pradesh;Grade 3;Mathematics;52.83858721;Records data using tally marks, represents pictorially and draws;41.33663562;M319
Arunachal Pradesh;Grade 3;EVS;61.58180576;Identifies simple features (e.g. movement, at places found/ kept, eating habits, sounds) of animals and birds in the immediate surroundings.;53.19617426;EVS302
Arunachal Pradesh;Grade 3;EVS;51.2573532;Identifies relationships with and among family members;37.89191483;EVS303
Arunachal Pradesh;Grade 3;EVS;65.20640349;Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods;55.79939006;EVS304
Arunachal Pradesh;Grade 3;EVS;52.05501548;Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.;44.61271918;EVS305
Arunachal Pradesh;Grade 3;EVS;63.03021748;Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features);54.87180397;EVS307
Arunachal Pradesh;Grade 3;EVS;65.92871657;Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally;59.85472932;EVS309
Arunachal Pradesh;Grade 3;EVS;67.30950727;Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units;54.46948679;EVS310
Arunachal Pradesh;Grade 3;EVS;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;41.1298711;EVS311
Arunachal Pradesh;Grade 3;EVS;42.74752998;Observes rules in games (local, indoor, outdoor);35.66407973;EVS313
Arunachal Pradesh;Grade 3;EVS;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;49.22218381;EVS314
Arunachal Pradesh;Grade 5;Language;55.19833154;Reads text with comprehension, locates details and sequence of events;49.9769517;L508
Arunachal Pradesh;Grade 5;Mathematics;44.80937633;Applies operations of numbers in daily life situations;38.48296681;M401
Arunachal Pradesh;Grade 5;Mathematics;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;27.22668158;M412
Arunachal Pradesh;Grade 5;Mathematics;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;37.5309656;M418
Arunachal Pradesh;Grade 5;Mathematics;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;34.90013773;M421
Arunachal Pradesh;Grade 5;Mathematics;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;51.56669506;M501
Arunachal Pradesh;Grade 5;Mathematics;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;39.38931172;M504
Arunachal Pradesh;Grade 5;Mathematics;54.99199454;Finds the number corresponding to part of a collection;49.62616816;M505
Arunachal Pradesh;Grade 5;Mathematics;38.21900005;Identifies and forms equivalent fractions of a given fraction;30.99057296;M506
Arunachal Pradesh;Grade 5;Mathematics;42.81734551;Converts fractions into decimals and vice versa;31.17963804;M508
Arunachal Pradesh;Grade 5;Mathematics;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;45.78349786;M509
Arunachal Pradesh;Grade 5;Mathematics;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;31.43901318;M512
Arunachal Pradesh;Grade 5;Mathematics;40.81815671;Estimates the volume of a solid body in known units.;29.86261375;M513
Arunachal Pradesh;Grade 5;Mathematics;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;32.54052578;M514
Arunachal Pradesh;Grade 5;Mathematics;45.86787489;Identifies the pattern in triangular numbers and square number;40.07958031;M515
Arunachal Pradesh;Grade 5;Mathematics;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;44.12956574;M516
Arunachal Pradesh;Grade 5;EVS;50.14524069;Identifies relationship with and among family members in extended family;43.9973031;EVS403
Arunachal Pradesh;Grade 5;EVS;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;44.76288342;EVS410
Arunachal Pradesh;Grade 5;EVS;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;48.1522463;EVS501
Arunachal Pradesh;Grade 5;EVS;50.13567716;Describes the interdependence among animals, plants and humans;46.53841285;EVS503
Arunachal Pradesh;Grade 5;EVS;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);40.8488993;EVS504
Arunachal Pradesh;Grade 5;EVS;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);44.60148074;EVS505
Arunachal Pradesh;Grade 5;EVS;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;41.26868372;EVS506
Arunachal Pradesh;Grade 5;EVS;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;36.3294805;EVS507
Arunachal Pradesh;Grade 5;EVS;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;36.41849876;EVS508
Arunachal Pradesh;Grade 5;EVS;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;53.167945;EVS509
Arunachal Pradesh;Grade 5;EVS;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;43.33513485;EVS510
Arunachal Pradesh;Grade 5;EVS;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;49.11410808;EVS512
Arunachal Pradesh;Grade 5;EVS;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;32.89240708;EVS513
Arunachal Pradesh;Grade 8;Language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;55.51567864;L813
Arunachal Pradesh;Grade 8;Mathematics;49.36112431;Solves problems involving large numbers by applying appropriate operations;46.27452252;M601
Arunachal Pradesh;Grade 8;Mathematics;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;44.9891285;M606
Arunachal Pradesh;Grade 8;Mathematics;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;23.58430575;M620
Arunachal Pradesh;Grade 8;Mathematics;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;39.50180739;M621
Arunachal Pradesh;Grade 8;Mathematics;34.17930695;Interprets the division and multiplication of fractions;29.96085186;M702
Arunachal Pradesh;Grade 8;Mathematics;22.99285869;Solves problems related to daily life situations involving rational numbers;16.01482933;M705
Arunachal Pradesh;Grade 8;Mathematics;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;19.69468932;M706
Arunachal Pradesh;Grade 8;Mathematics;37.85720974;Adds/subtracts algebraic expressions;33.42896777;M707
Arunachal Pradesh;Grade 8;Mathematics;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;23.50397246;M710
Arunachal Pradesh;Grade 8;Mathematics;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;31.93134448;M717
Arunachal Pradesh;Grade 8;Mathematics;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;40.49608682;M719
Arunachal Pradesh;Grade 8;Mathematics;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;37.45710728;M721
Arunachal Pradesh;Grade 8;Mathematics;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;29.93755753;M801
Arunachal Pradesh;Grade 8;Mathematics;39.69694416;Finds rational numbers between two given rational numbers;37.48423778;M802
Arunachal Pradesh;Grade 8;Mathematics;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;36.16194448;M803
Arunachal Pradesh;Grade 8;Mathematics;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;23.61626309;M804
Arunachal Pradesh;Grade 8;Mathematics;42.22910329;uses various algebric identities in solving problem of daily life.;35.72620276;M808
Arunachal Pradesh;Grade 8;Mathematics;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;37.78635747;M812
Arunachal Pradesh;Grade 8;Mathematics;30.49771775;Find surface area and volume of cuboidal and cylindrical object;27.84307634;M818
Arunachal Pradesh;Grade 8;Mathematics;29.72837381;Draws and interprets bar charts and pie charts;30.52515997;M819
Arunachal Pradesh;Grade 8;Science;38.6624294;Classifies materials and organisms based on properties/characteristics;40.22083953;SCI703
Arunachal Pradesh;Grade 8;Science;37.07110679;Conducts simple investigation to seek answers to queries;36.51086241;SCI704
Arunachal Pradesh;Grade 8;Science;44.69084783;Relates processes and phenomenon with causes;44.02048454;SCI705
Arunachal Pradesh;Grade 8;Science;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";39.98897253;SCI708
Arunachal Pradesh;Grade 8;Science;35.44045265;Plots and interprets graphs;37.75970292;SCI710
Arunachal Pradesh;Grade 8;Science;26.33601219;Constructs models using materials from surroundings and explains their working;26.8539854;SCI711
Arunachal Pradesh;Grade 8;Science;46.11448868;Differentiates materials, organism and processes;49.49538788;SCI801
Arunachal Pradesh;Grade 8;Science;33.95429397;Relates processes and phenomenon with causes;34.11875872;SCI804
Arunachal Pradesh;Grade 8;Science;35.64002396;Explains processes and phenomenon;41.9065241;SCI805
Arunachal Pradesh;Grade 8;Science;33.72744696;Measures angles of incidence and reflection, etc.;34.22363223;SCI807
Arunachal Pradesh;Grade 8;Science;44.6740778;Applies learning of scientific concepts in day-to-day life;43.70124848;SCI811
Arunachal Pradesh;Grade 8;Science;43.70258064;Makes efforts to protect environment;43.39033882;SCI813
Arunachal Pradesh;Grade 8;Social Studies;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;34.62862461;SST605
Arunachal Pradesh;Grade 8;Social Studies;26.31341968;Locates important historical sites, places on an outline map of India.;25.04319603;SST610
Arunachal Pradesh;Grade 8;Social Studies;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;38.55196117;SST625
Arunachal Pradesh;Grade 8;Social Studies;46.21675658;Explains preventive actions to be undertaken in the event of disasters;57.16162244;SST703
Arunachal Pradesh;Grade 8;Social Studies;43.90557534;Describes formation of landforms due to various factors;37.0103939;SST704
Arunachal Pradesh;Grade 8;Social Studies;39.38328158;Explains the significance of equality in democracy;34.28563516;SST722
Arunachal Pradesh;Grade 8;Social Studies;41.68680835;Describes the process of election to the legislative assembly;42.38239162;SST726
