District;State;Central Government Schools;District ID;Female Gender;General Social Group;Government Aided Schools;Government Schools;Grade;Male Gender;OBC Social Group;Private School;Rural Location;SC Social Group;ST Social Group;State ID;Total Schools;Total Students;Total Teachers;Transgender;Urban Location
Rajasthan;Rajasthan;5.910484;;47.568398;18.610306;0;50.529297;10;52.422314;50.720097;43.56022;71.67796;17.025156;13.401291;8;2026;53789;9884;0.009289795;28.322035
Uttar Pradesh;Uttar Pradesh;5.980900231;;50.21424132;19.13580247;19.32629315;46.40494117;3;49.78412325;55.93258979;28.28786545;76.72989798;23.55850168;0.890852974;9;2740;61362;7489;0.00163543;23.27010202
Uttar Pradesh;Uttar Pradesh;5.938959826;;50.66831528;17.93148418;19.51417004;46.74711928;5;49.32698929;56.72702346;27.79975086;77.76705076;23.8150173;0.983096755;9;2897;64220;7847;0.004695424;22.23294924
Uttar Pradesh;Uttar Pradesh;4.163749375;;51.77080499;19.26185823;32.07973137;35.34900336;8;48.21344179;54.73441109;28.4075159;81.61606058;24.55143009;1.091075976;9;5550;138828;19689;0.015753219;18.38393942
Uttar Pradesh;Uttar Pradesh;4.4345374;;53.98748;21.568121;35.712597;24.897997;10;46.004635;54.04372;34.95487;78.53936;22.989433;1.1051061;9;5847;158659;26970;0.007885067;21.46064
Bihar;Bihar;5.134419628;;46.99827831;18.72940013;11.90573847;50.13982624;3;52.99797889;61.97264338;32.82001566;81.30057049;15.91545814;2.282465392;10;1232;26819;3240;0.003742795;18.69942951
Bihar;Bihar;5.339654904;;46.40273781;22.08416313;13.00715063;47.59443494;5;53.58948433;59.48566975;34.05875952;78.30327996;14.02285912;3.251363754;10;1201;25732;3148;0.007777864;21.69672004
Bihar;Bihar;4.571618331;;51.20996047;25.42281257;12.07659951;52.28027452;8;48.77156685;59.43702216;31.07150764;78.99417017;11.71132906;2.448065488;10;2185;53749;7831;0.018472679;21.00582983
Bihar;Bihar;3.8071165;;54.57197;24.309038;7.2642426;53.637955;10;45.40858;61.40238;35.290688;79.05502;11.231898;2.2824821;10;2272;64264;10210;0.01944693;20.944973
Sikkim;Sikkim;4.347826087;;50.99488346;24.38871473;3.95256917;39.01750423;3;49.00511654;32.22570533;52.68210051;69.1134952;6.771159875;36.30094044;11;152;1771;427;0;30.8865048
Sikkim;Sikkim;3.715012723;;49.3883792;21.63080408;2.951653944;47.73536896;5;50.509684;31.25707814;45.59796438;69.41475827;7.417893545;38.84484711;11;145;1965;427;0.101936799;30.58524173
